time	V(vout)	I(L1)
4.765040160560125e-03	1.139368e+01	1.108225e+00
4.765042261175937e-03	1.139373e+01	1.108415e+00
4.765044349211029e-03	1.139377e+01	1.108537e+00
4.765046394219106e-03	1.139381e+01	1.108558e+00
4.765048797768252e-03	1.139387e+01	1.108455e+00
4.765049814613211e-03	1.139389e+01	1.108367e+00
4.765049839357433e-03	1.139389e+01	1.108365e+00
4.765049888845877e-03	1.139389e+01	1.108359e+00
4.765049987822767e-03	1.139389e+01	1.108346e+00
4.765050145184471e-03	1.139389e+01	1.108326e+00
4.765050310522361e-03	1.139390e+01	1.108305e+00
4.765050583496431e-03	1.139390e+01	1.108271e+00
4.765050988578549e-03	1.139391e+01	1.108219e+00
4.765051798742785e-03	1.139393e+01	1.108115e+00
4.765053419071257e-03	1.139396e+01	1.107908e+00
4.765054874453410e-03	1.139399e+01	1.107721e+00
4.765056153612925e-03	1.139402e+01	1.107556e+00
4.765057555959740e-03	1.139405e+01	1.107376e+00
4.765058926355589e-03	1.139408e+01	1.107199e+00
4.765060361860998e-03	1.139411e+01	1.107015e+00
4.765061735134663e-03	1.139414e+01	1.106838e+00
4.765063157689112e-03	1.139417e+01	1.106654e+00
4.765064544790284e-03	1.139420e+01	1.106475e+00
4.765065985089446e-03	1.139423e+01	1.106290e+00
4.765067399394127e-03	1.139426e+01	1.106107e+00
4.765068875578876e-03	1.139429e+01	1.105917e+00
4.765070333073618e-03	1.139432e+01	1.105729e+00
4.765071889591462e-03	1.139435e+01	1.105528e+00
4.765073573897790e-03	1.139439e+01	1.105310e+00
4.765075600584038e-03	1.139443e+01	1.105049e+00
4.765078164268047e-03	1.139448e+01	1.104718e+00
4.765081708159261e-03	1.139456e+01	1.104260e+00
4.765086647604578e-03	1.139466e+01	1.103622e+00
4.765095132877062e-03	1.139484e+01	1.102526e+00
4.765110287243689e-03	1.139515e+01	1.100568e+00
4.765135337896187e-03	1.139566e+01	1.097331e+00
4.765162608659758e-03	1.139621e+01	1.093808e+00
4.765202678120325e-03	1.139701e+01	1.088632e+00
4.765258697802389e-03	1.139810e+01	1.081397e+00
4.765899651991081e-03	1.140797e+01	9.987409e-01
4.766540606179772e-03	1.141458e+01	9.163968e-01
4.767181560368463e-03	1.141791e+01	8.343644e-01
4.767822514557154e-03	1.141798e+01	7.526438e-01
4.768463468745845e-03	1.141478e+01	6.712350e-01
4.769104422934536e-03	1.140831e+01	5.901379e-01
4.769745377123227e-03	1.139858e+01	5.093526e-01
4.770000000000000e-03	1.139352e+01	4.774168e-01
4.770010000000000e-03	1.139331e+01	4.761639e-01
4.770010043999986e-03	1.139331e+01	4.761584e-01
4.770010131999958e-03	1.139331e+01	4.761473e-01
4.770010235539191e-03	1.139331e+01	4.761344e-01
4.770010335709242e-03	1.139331e+01	4.761218e-01
4.770010536049341e-03	1.139330e+01	4.760967e-01
4.770010936729541e-03	1.139329e+01	4.760464e-01
4.770011616353067e-03	1.139328e+01	4.759611e-01
4.770012568353028e-03	1.139326e+01	4.758416e-01
4.770013929017807e-03	1.139323e+01	4.756705e-01
4.770015783699928e-03	1.139319e+01	4.754377e-01
4.770016902381518e-03	1.139317e+01	4.753012e-01
4.770017762636821e-03	1.139315e+01	4.752075e-01
4.770018320114994e-03	1.139314e+01	4.751598e-01
4.770018638446751e-03	1.139313e+01	4.751410e-01
4.770018745373406e-03	1.139313e+01	4.751377e-01
4.770018824588264e-03	1.139313e+01	4.751376e-01
4.770018903145000e-03	1.139313e+01	4.751390e-01
4.770019015958514e-03	1.139312e+01	4.751425e-01
4.770019135146252e-03	1.139312e+01	4.751477e-01
4.770019292765803e-03	1.139312e+01	4.751565e-01
4.770019511960043e-03	1.139311e+01	4.751708e-01
4.770019688241491e-03	1.139311e+01	4.751838e-01
4.770020000000000e-03	1.139310e+01	4.752086e-01
4.770020031175851e-03	1.139310e+01	4.752112e-01
4.770020075922391e-03	1.139310e+01	4.752150e-01
4.770020106274507e-03	1.139310e+01	4.752176e-01
4.770020142055104e-03	1.139310e+01	4.752206e-01
4.770020213616295e-03	1.139310e+01	4.752268e-01
4.770020288182097e-03	1.139310e+01	4.752334e-01
4.770020418861296e-03	1.139309e+01	4.752452e-01
4.770020595945922e-03	1.139309e+01	4.752615e-01
4.770020852796772e-03	1.139308e+01	4.752861e-01
4.770021247054221e-03	1.139308e+01	4.753259e-01
4.770021934738074e-03	1.139306e+01	4.754002e-01
4.770022632789699e-03	1.139305e+01	4.754806e-01
4.770023028004135e-03	1.139304e+01	4.755283e-01
4.770023240692912e-03	1.139303e+01	4.755546e-01
4.770023404704663e-03	1.139303e+01	4.755751e-01
4.770023601740690e-03	1.139303e+01	4.755997e-01
4.770023804544526e-03	1.139302e+01	4.756251e-01
4.770024072627277e-03	1.139302e+01	4.756587e-01
4.770024374694340e-03	1.139301e+01	4.756966e-01
4.770024794770789e-03	1.139300e+01	4.757493e-01
4.770025215694775e-03	1.139299e+01	4.758022e-01
4.770025953090879e-03	1.139298e+01	4.758948e-01
4.770026666293907e-03	1.139296e+01	4.759845e-01
4.770028092699966e-03	1.139293e+01	4.761640e-01
4.770029651877297e-03	1.139290e+01	4.763603e-01
4.770032770231960e-03	1.139283e+01	4.767530e-01
4.770037009939413e-03	1.139275e+01	4.772870e-01
4.770045205536385e-03	1.139257e+01	4.783196e-01
4.770052972098694e-03	1.139241e+01	4.792982e-01
4.770065759914858e-03	1.139215e+01	4.809095e-01
4.770081099420286e-03	1.139183e+01	4.828424e-01
4.770111778431142e-03	1.139121e+01	4.867084e-01
4.770173136452855e-03	1.138999e+01	4.944411e-01
4.770295852496281e-03	1.138768e+01	5.099089e-01
4.770541284583132e-03	1.138353e+01	5.408529e-01
4.771032148756835e-03	1.137714e+01	6.027662e-01
4.772013877104240e-03	1.137001e+01	7.266373e-01
4.773013877104240e-03	1.137006e+01	8.528203e-01
4.774013877104240e-03	1.137638e+01	9.789784e-01
4.774020000000000e-03	1.137645e+01	9.797506e-01
4.774032245791520e-03	1.137661e+01	9.812946e-01
4.774056737374559e-03	1.137692e+01	9.843827e-01
4.774105720540638e-03	1.137757e+01	9.905584e-01
4.774203686872796e-03	1.137895e+01	1.002908e+00
4.774399619537111e-03	1.138194e+01	1.027604e+00
4.774628134671370e-03	1.138569e+01	1.056401e+00
4.774638134671370e-03	1.138586e+01	1.057660e+00
4.774658134671370e-03	1.138622e+01	1.060180e+00
4.774698134671370e-03	1.138695e+01	1.065219e+00
4.774778134671369e-03	1.138845e+01	1.075296e+00
4.774860000000001e-03	1.139002e+01	1.085607e+00
4.774870000000001e-03	1.139021e+01	1.086867e+00
4.774890000000001e-03	1.139061e+01	1.089385e+00
4.774930000000001e-03	1.139141e+01	1.094422e+00
4.774960000000001e-03	1.139202e+01	1.098200e+00
4.774980000000001e-03	1.139243e+01	1.100718e+00
4.774990000000001e-03	1.139264e+01	1.101977e+00
4.775000000000001e-03	1.139285e+01	1.103237e+00
4.775010000000001e-03	1.139305e+01	1.104496e+00
4.775020000000000e-03	1.139326e+01	1.105755e+00
4.775021000000001e-03	1.139328e+01	1.105881e+00
4.775023000000001e-03	1.139333e+01	1.106133e+00
4.775025435253244e-03	1.139338e+01	1.106439e+00
4.775027009667279e-03	1.139341e+01	1.106638e+00
4.775028095948014e-03	1.139343e+01	1.106775e+00
4.775028702592359e-03	1.139345e+01	1.106851e+00
4.775029043556163e-03	1.139345e+01	1.106894e+00
4.775029318072392e-03	1.139346e+01	1.106929e+00
4.775029450967542e-03	1.139346e+01	1.106946e+00
4.775029716757842e-03	1.139347e+01	1.106979e+00
4.775030000000000e-03	1.139347e+01	1.107015e+00
4.775030028324217e-03	1.139347e+01	1.107018e+00
4.775030084972648e-03	1.139347e+01	1.107026e+00
4.775030198269511e-03	1.139348e+01	1.107040e+00
4.775030394227079e-03	1.139348e+01	1.107064e+00
4.775030599338268e-03	1.139349e+01	1.107090e+00
4.775030985807554e-03	1.139349e+01	1.107139e+00
4.775031517172280e-03	1.139350e+01	1.107206e+00
4.775032019567544e-03	1.139352e+01	1.107270e+00
4.775032301752832e-03	1.139352e+01	1.107306e+00
4.775032648061357e-03	1.139353e+01	1.107349e+00
4.775033017819541e-03	1.139354e+01	1.107396e+00
4.775033757335910e-03	1.139355e+01	1.107489e+00
4.775034576749634e-03	1.139357e+01	1.107591e+00
4.775035788760329e-03	1.139359e+01	1.107739e+00
4.775037345364865e-03	1.139363e+01	1.107923e+00
4.775039670050010e-03	1.139368e+01	1.108178e+00
4.775041836591382e-03	1.139372e+01	1.108382e+00
4.775044010766538e-03	1.139377e+01	1.108527e+00
4.775045842891778e-03	1.139381e+01	1.108568e+00
4.775048156872711e-03	1.139386e+01	1.108499e+00
4.775049586377401e-03	1.139389e+01	1.108386e+00
4.775050297313643e-03	1.139390e+01	1.108305e+00
4.775050977063901e-03	1.139392e+01	1.108219e+00
4.775051512884660e-03	1.139393e+01	1.108150e+00
4.775052097005740e-03	1.139394e+01	1.108076e+00
4.775053001751619e-03	1.139396e+01	1.107960e+00
4.775054251552527e-03	1.139398e+01	1.107799e+00
4.775055649363058e-03	1.139401e+01	1.107620e+00
4.775056957072198e-03	1.139404e+01	1.107451e+00
4.775058395183193e-03	1.139407e+01	1.107266e+00
4.775059795317225e-03	1.139410e+01	1.107086e+00
4.775061177429273e-03	1.139413e+01	1.106908e+00
4.775062606000317e-03	1.139416e+01	1.106724e+00
4.775063962096747e-03	1.139419e+01	1.106549e+00
4.775065451977872e-03	1.139422e+01	1.106357e+00
4.775067036063538e-03	1.139425e+01	1.106153e+00
4.775069010086005e-03	1.139430e+01	1.105898e+00
4.775071367116067e-03	1.139434e+01	1.105594e+00
4.775074695233685e-03	1.139441e+01	1.105164e+00
4.775079095379850e-03	1.139451e+01	1.104596e+00
4.775086766490242e-03	1.139467e+01	1.103605e+00
4.775099927208832e-03	1.139494e+01	1.101905e+00
4.775121508544382e-03	1.139538e+01	1.099117e+00
4.775144404043094e-03	1.139585e+01	1.096159e+00
4.775177197304021e-03	1.139651e+01	1.091922e+00
4.775219761770033e-03	1.139735e+01	1.086424e+00
4.775300948969149e-03	1.139890e+01	1.075940e+00
4.775750734366591e-03	1.140619e+01	1.017955e+00
4.777350448229848e-03	1.141751e+01	8.129051e-01
4.778350448229848e-03	1.141533e+01	6.855658e-01
4.779010000000000e-03	1.141016e+01	6.019455e-01
4.779040000000000e-03	1.140978e+01	5.981565e-01
4.779080000000000e-03	1.140926e+01	5.931081e-01
4.779160000000000e-03	1.140815e+01	5.830170e-01
4.779320000000000e-03	1.140573e+01	5.628582e-01
4.779640000000000e-03	1.140051e+01	5.225851e-01
4.779670000000000e-03	1.139997e+01	5.188152e-01
4.779710000000000e-03	1.139924e+01	5.137914e-01
4.779889999999999e-03	1.139577e+01	4.912016e-01
4.779930000000003e-03	1.139497e+01	4.861859e-01
4.779940000000002e-03	1.139476e+01	4.849323e-01
4.779989999999997e-03	1.139373e+01	4.786659e-01
4.779999999999997e-03	1.139352e+01	4.774129e-01
4.780010000000000e-03	1.139331e+01	4.761600e-01
4.780010044000125e-03	1.139331e+01	4.761545e-01
4.780010132000375e-03	1.139331e+01	4.761435e-01
4.780010236296411e-03	1.139331e+01	4.761304e-01
4.780010337178510e-03	1.139331e+01	4.761178e-01
4.780010538942710e-03	1.139330e+01	4.760925e-01
4.780010942471109e-03	1.139329e+01	4.760419e-01
4.780011623893258e-03	1.139328e+01	4.759564e-01
4.780012580005073e-03	1.139326e+01	4.758363e-01
4.780013944121242e-03	1.139323e+01	4.756648e-01
4.780015805910600e-03	1.139319e+01	4.754311e-01
4.780016928251328e-03	1.139317e+01	4.752942e-01
4.780017755318544e-03	1.139315e+01	4.752041e-01
4.780018307531676e-03	1.139314e+01	4.751567e-01
4.780018629150831e-03	1.139313e+01	4.751372e-01
4.780018737502949e-03	1.139313e+01	4.751337e-01
4.780018819002307e-03	1.139313e+01	4.751335e-01
4.780018899880337e-03	1.139313e+01	4.751348e-01
4.780019015821720e-03	1.139312e+01	4.751385e-01
4.780019139978349e-03	1.139312e+01	4.751439e-01
4.780019304979666e-03	1.139312e+01	4.751532e-01
4.780019537054485e-03	1.139311e+01	4.751685e-01
4.780019665313001e-03	1.139311e+01	4.751778e-01
4.780019743482969e-03	1.139311e+01	4.751838e-01
4.780019843660064e-03	1.139311e+01	4.751918e-01
4.780019995400066e-03	1.139310e+01	4.752042e-01
4.780020000000000e-03	1.139310e+01	4.752046e-01
4.780020000115594e-03	1.139310e+01	4.752046e-01
4.780020000346780e-03	1.139310e+01	4.752046e-01
4.780020000809153e-03	1.139310e+01	4.752047e-01
4.780020001733897e-03	1.139310e+01	4.752047e-01
4.780020002931989e-03	1.139310e+01	4.752049e-01
4.780020004572085e-03	1.139310e+01	4.752050e-01
4.780020007020676e-03	1.139310e+01	4.752052e-01
4.780020011917858e-03	1.139310e+01	4.752056e-01
4.780020021712222e-03	1.139310e+01	4.752064e-01
4.780020041300950e-03	1.139310e+01	4.752081e-01
4.780020080478405e-03	1.139310e+01	4.752114e-01
4.780020158833317e-03	1.139310e+01	4.752182e-01
4.780020315543139e-03	1.139310e+01	4.752320e-01
4.780020628962784e-03	1.139309e+01	4.752612e-01
4.780021255802075e-03	1.139308e+01	4.753244e-01
4.780022423040560e-03	1.139305e+01	4.754527e-01
4.780022972476618e-03	1.139304e+01	4.755175e-01
4.780023275518340e-03	1.139303e+01	4.755549e-01
4.780023560229632e-03	1.139303e+01	4.755904e-01
4.780023692270890e-03	1.139303e+01	4.756069e-01
4.780023885185290e-03	1.139302e+01	4.756311e-01
4.780024216391838e-03	1.139301e+01	4.756726e-01
4.780024563790131e-03	1.139301e+01	4.757162e-01
4.780025027755097e-03	1.139300e+01	4.757744e-01
4.780025551968501e-03	1.139299e+01	4.758403e-01
4.780026194012403e-03	1.139297e+01	4.759210e-01
4.780026943005594e-03	1.139296e+01	4.760152e-01
4.780027896967231e-03	1.139294e+01	4.761352e-01
4.780028910862394e-03	1.139292e+01	4.762629e-01
4.780030480309489e-03	1.139288e+01	4.764605e-01
4.780031952994169e-03	1.139285e+01	4.766459e-01
4.780034898363529e-03	1.139279e+01	4.770169e-01
4.780037752927434e-03	1.139273e+01	4.773765e-01
4.780043462055242e-03	1.139261e+01	4.780958e-01
4.780050388978243e-03	1.139247e+01	4.789686e-01
4.780063994102845e-03	1.139219e+01	4.806829e-01
4.780078523151298e-03	1.139189e+01	4.825137e-01
4.780107581248202e-03	1.139129e+01	4.861754e-01
4.780156794745054e-03	1.139031e+01	4.923774e-01
4.780255221738758e-03	1.138842e+01	5.047830e-01
4.780452075726166e-03	1.138496e+01	5.296001e-01
4.780845783700982e-03	1.137926e+01	5.792524e-01
4.781633199650615e-03	1.137181e+01	6.785964e-01
4.782633199650615e-03	1.136906e+01	8.047849e-01
4.783633199650615e-03	1.137299e+01	9.309597e-01
4.784020000000000e-03	1.137663e+01	9.797466e-01
4.784246399301231e-03	1.137968e+01	1.008289e+00
4.784567201397538e-03	1.138463e+01	1.048722e+00
4.784577201397538e-03	1.138479e+01	1.049982e+00
4.784597201397538e-03	1.138514e+01	1.052502e+00
4.784637201397538e-03	1.138585e+01	1.057542e+00
4.784717201397537e-03	1.138732e+01	1.067619e+00
4.784860000000001e-03	1.139002e+01	1.085606e+00
4.784890000000001e-03	1.139061e+01	1.089384e+00
4.784930000000001e-03	1.139141e+01	1.094421e+00
4.784980000000000e-03	1.139243e+01	1.100717e+00
4.784990000000000e-03	1.139264e+01	1.101976e+00
4.785010000000000e-03	1.139305e+01	1.104495e+00
4.785020000000000e-03	1.139326e+01	1.105754e+00
4.785020307519584e-03	1.139327e+01	1.105792e+00
4.785020922558750e-03	1.139328e+01	1.105870e+00
4.785022152637083e-03	1.139331e+01	1.106025e+00
4.785024234803541e-03	1.139335e+01	1.106287e+00
4.785026187531235e-03	1.139339e+01	1.106533e+00
4.785027661401688e-03	1.139342e+01	1.106719e+00
4.785028543380762e-03	1.139344e+01	1.106830e+00
4.785028869190052e-03	1.139345e+01	1.106871e+00
4.785029348381420e-03	1.139346e+01	1.106931e+00
4.785030000000000e-03	1.139347e+01	1.107014e+00
4.785030065161858e-03	1.139348e+01	1.107022e+00
4.785030195485574e-03	1.139348e+01	1.107038e+00
4.785030456133006e-03	1.139348e+01	1.107071e+00
4.785030779289762e-03	1.139349e+01	1.107112e+00
4.785031110751415e-03	1.139350e+01	1.107154e+00
4.785031628926499e-03	1.139351e+01	1.107219e+00
4.785032056146113e-03	1.139352e+01	1.107273e+00
4.785032342892161e-03	1.139352e+01	1.107310e+00
4.785032728123319e-03	1.139353e+01	1.107358e+00
4.785033135877020e-03	1.139354e+01	1.107410e+00
4.785033900694774e-03	1.139356e+01	1.107506e+00
4.785034752863502e-03	1.139357e+01	1.107612e+00
4.785036034788906e-03	1.139360e+01	1.107768e+00
4.785037668612289e-03	1.139364e+01	1.107959e+00
4.785040178322123e-03	1.139369e+01	1.108229e+00
4.785042276636384e-03	1.139373e+01	1.108418e+00
4.785044368242998e-03	1.139378e+01	1.108540e+00
4.785046423646505e-03	1.139382e+01	1.108560e+00
4.785048832685724e-03	1.139387e+01	1.108455e+00
4.785049849897666e-03	1.139389e+01	1.108366e+00
4.785049875018990e-03	1.139389e+01	1.108363e+00
4.785049925261639e-03	1.139390e+01	1.108357e+00
4.785050025746935e-03	1.139390e+01	1.108345e+00
4.785050195305543e-03	1.139390e+01	1.108323e+00
4.785050371369070e-03	1.139390e+01	1.108301e+00
4.785050668167864e-03	1.139391e+01	1.108263e+00
4.785051107802201e-03	1.139392e+01	1.108207e+00
4.785051987070877e-03	1.139394e+01	1.108094e+00
4.785053505908731e-03	1.139397e+01	1.107900e+00
4.785054932036617e-03	1.139400e+01	1.107716e+00
4.785056236503086e-03	1.139403e+01	1.107549e+00
4.785057648676917e-03	1.139406e+01	1.107367e+00
4.785059022654621e-03	1.139409e+01	1.107190e+00
4.785060448891220e-03	1.139412e+01	1.107006e+00
4.785061825510169e-03	1.139415e+01	1.106829e+00
4.785063244588181e-03	1.139418e+01	1.106646e+00
4.785064637152042e-03	1.139421e+01	1.106467e+00
4.785066073436332e-03	1.139424e+01	1.106281e+00
4.785067492800362e-03	1.139427e+01	1.106098e+00
4.785068965553427e-03	1.139430e+01	1.105908e+00
4.785070429069644e-03	1.139433e+01	1.105719e+00
4.785071983612948e-03	1.139436e+01	1.105519e+00
4.785073695229729e-03	1.139440e+01	1.105298e+00
4.785075757220576e-03	1.139444e+01	1.105032e+00
4.785078382583241e-03	1.139449e+01	1.104693e+00
4.785082022133567e-03	1.139457e+01	1.104223e+00
4.785087142635638e-03	1.139468e+01	1.103561e+00
4.785096041159585e-03	1.139486e+01	1.102412e+00
4.785112216381321e-03	1.139519e+01	1.100322e+00
4.785137056208410e-03	1.139570e+01	1.097112e+00
4.785165391593831e-03	1.139628e+01	1.093451e+00
4.785205835754037e-03	1.139708e+01	1.088227e+00
4.785265481882249e-03	1.139824e+01	1.080524e+00
4.786100527677211e-03	1.141033e+01	9.729822e-01
4.787054865728595e-03	1.141685e+01	8.506726e-01
4.788054865728596e-03	1.141636e+01	7.231771e-01
4.789084865728595e-03	1.140920e+01	5.925013e-01
4.789204865728595e-03	1.140752e+01	5.773671e-01
4.790001278798437e-03	1.139350e+01	4.772605e-01
4.790010000000000e-03	1.139332e+01	4.761678e-01
4.790010038373271e-03	1.139332e+01	4.761630e-01
4.790010115119813e-03	1.139332e+01	4.761534e-01
4.790010204882408e-03	1.139332e+01	4.761422e-01
4.790010291780893e-03	1.139332e+01	4.761313e-01
4.790010465577863e-03	1.139331e+01	4.761095e-01
4.790010813171803e-03	1.139330e+01	4.760659e-01
4.790011439248691e-03	1.139329e+01	4.759873e-01
4.790012306816795e-03	1.139327e+01	4.758784e-01
4.790013574758120e-03	1.139325e+01	4.757191e-01
4.790015280476755e-03	1.139321e+01	4.755045e-01
4.790016310326366e-03	1.139319e+01	4.753758e-01
4.790017149630373e-03	1.139317e+01	4.752754e-01
4.790017858293459e-03	1.139316e+01	4.752018e-01
4.790018419854478e-03	1.139314e+01	4.751571e-01
4.790018676356395e-03	1.139314e+01	4.751436e-01
4.790018759837736e-03	1.139314e+01	4.751415e-01
4.790018814961250e-03	1.139314e+01	4.751414e-01
4.790018869463195e-03	1.139314e+01	4.751420e-01
4.790018939204175e-03	1.139313e+01	4.751436e-01
4.790019004539367e-03	1.139313e+01	4.751457e-01
4.790019080755618e-03	1.139313e+01	4.751487e-01
4.790019168302607e-03	1.139313e+01	4.751529e-01
4.790019269184495e-03	1.139313e+01	4.751586e-01
4.790019395869679e-03	1.139312e+01	4.751666e-01
4.790019559485072e-03	1.139312e+01	4.751780e-01
4.790019786086940e-03	1.139312e+01	4.751953e-01
4.790020000000000e-03	1.139311e+01	4.752124e-01
4.790020021391306e-03	1.139311e+01	4.752142e-01
4.790020064173918e-03	1.139311e+01	4.752178e-01
4.790020094172089e-03	1.139311e+01	4.752204e-01
4.790020127361599e-03	1.139311e+01	4.752232e-01
4.790020193740617e-03	1.139311e+01	4.752290e-01
4.790020270060330e-03	1.139311e+01	4.752357e-01
4.790020398691942e-03	1.139310e+01	4.752472e-01
4.790020585626747e-03	1.139310e+01	4.752644e-01
4.790020859944407e-03	1.139309e+01	4.752907e-01
4.790021296385533e-03	1.139308e+01	4.753350e-01
4.790022054281941e-03	1.139307e+01	4.754173e-01
4.790022618035920e-03	1.139306e+01	4.754825e-01
4.790022998470006e-03	1.139305e+01	4.755285e-01
4.790023210059096e-03	1.139304e+01	4.755547e-01
4.790023383067558e-03	1.139304e+01	4.755763e-01
4.790023585088823e-03	1.139304e+01	4.756015e-01
4.790023787117986e-03	1.139303e+01	4.756268e-01
4.790024108272731e-03	1.139302e+01	4.756670e-01
4.790024442718191e-03	1.139302e+01	4.757090e-01
4.790024978869770e-03	1.139301e+01	4.757763e-01
4.790025482651907e-03	1.139300e+01	4.758396e-01
4.790026272748276e-03	1.139298e+01	4.759389e-01
4.790027030493974e-03	1.139296e+01	4.760342e-01
4.790028387691557e-03	1.139293e+01	4.762050e-01
4.790029928701096e-03	1.139290e+01	4.763990e-01
4.790033010720176e-03	1.139284e+01	4.767871e-01
4.790036846762590e-03	1.139276e+01	4.772704e-01
4.790044518847419e-03	1.139260e+01	4.782369e-01
4.790052448841139e-03	1.139243e+01	4.792361e-01
4.790064958257054e-03	1.139217e+01	4.808123e-01
4.790080139400773e-03	1.139186e+01	4.827253e-01
4.790110501688214e-03	1.139124e+01	4.865514e-01
4.790171226263094e-03	1.139004e+01	4.942043e-01
4.790292675412853e-03	1.138774e+01	5.095122e-01
4.790535573712372e-03	1.138363e+01	5.401366e-01
4.791021370311411e-03	1.137727e+01	6.014102e-01
4.791992963509489e-03	1.137009e+01	7.240019e-01
4.792992963509489e-03	1.136998e+01	8.501855e-01
4.793992963509490e-03	1.137618e+01	9.763445e-01
4.794020000000000e-03	1.137646e+01	9.797543e-01
4.794074072981019e-03	1.137717e+01	9.865720e-01
4.794182218943059e-03	1.137867e+01	1.000206e+00
4.794398510867139e-03	1.138193e+01	1.027468e+00
4.794587416151841e-03	1.138500e+01	1.051274e+00
4.794642189430595e-03	1.138595e+01	1.058175e+00
4.794751735988105e-03	1.138796e+01	1.071975e+00
4.794800906884981e-03	1.138889e+01	1.078168e+00
4.794899248678735e-03	1.139080e+01	1.090554e+00
4.794909248678735e-03	1.139100e+01	1.091813e+00
4.794929248678735e-03	1.139141e+01	1.094332e+00
4.794969248678734e-03	1.139222e+01	1.099368e+00
4.794979248678734e-03	1.139243e+01	1.100627e+00
4.794999248678734e-03	1.139284e+01	1.103146e+00
4.795009248678734e-03	1.139305e+01	1.104405e+00
4.795020000000000e-03	1.139327e+01	1.105758e+00
4.795021000000000e-03	1.139329e+01	1.105884e+00
4.795023000000000e-03	1.139334e+01	1.106136e+00
4.795025869175815e-03	1.139340e+01	1.106498e+00
4.795025981215802e-03	1.139340e+01	1.106512e+00
4.795026205295775e-03	1.139340e+01	1.106540e+00
4.795026653455722e-03	1.139341e+01	1.106596e+00
4.795027549775615e-03	1.139343e+01	1.106709e+00
4.795028482096984e-03	1.139345e+01	1.106827e+00
4.795029073849224e-03	1.139346e+01	1.106902e+00
4.795029316967360e-03	1.139347e+01	1.106932e+00
4.795029513763728e-03	1.139347e+01	1.106957e+00
4.795029606407263e-03	1.139347e+01	1.106969e+00
4.795029791694333e-03	1.139348e+01	1.106992e+00
4.795030000000000e-03	1.139348e+01	1.107018e+00
4.795030020830566e-03	1.139348e+01	1.107021e+00
4.795030062491699e-03	1.139348e+01	1.107026e+00
4.795030145813966e-03	1.139349e+01	1.107037e+00
4.795030312458499e-03	1.139349e+01	1.107058e+00
4.795030494862989e-03	1.139349e+01	1.107081e+00
4.795030812740748e-03	1.139350e+01	1.107121e+00
4.795031283163183e-03	1.139351e+01	1.107180e+00
4.795031818732590e-03	1.139352e+01	1.107248e+00
4.795032078641475e-03	1.139353e+01	1.107281e+00
4.795032334617095e-03	1.139353e+01	1.107313e+00
4.795032667728365e-03	1.139354e+01	1.107355e+00
4.795033333950905e-03	1.139355e+01	1.107439e+00
4.795034079895848e-03	1.139357e+01	1.107533e+00
4.795035043964367e-03	1.139359e+01	1.107652e+00
4.795036367376754e-03	1.139362e+01	1.107812e+00
4.795038196015085e-03	1.139366e+01	1.108023e+00
4.795040634772813e-03	1.139371e+01	1.108278e+00
4.795042853142342e-03	1.139375e+01	1.108461e+00
4.795045063778595e-03	1.139380e+01	1.108553e+00
4.795047676603426e-03	1.139386e+01	1.108529e+00
4.795049103589065e-03	1.139389e+01	1.108441e+00
4.795049876038435e-03	1.139390e+01	1.108364e+00
4.795049895796277e-03	1.139390e+01	1.108361e+00
4.795049935311958e-03	1.139390e+01	1.108357e+00
4.795050014343321e-03	1.139391e+01	1.108347e+00
4.795050172406048e-03	1.139391e+01	1.108327e+00
4.795050382081572e-03	1.139391e+01	1.108300e+00
4.795050665763886e-03	1.139392e+01	1.108264e+00
4.795051122353896e-03	1.139393e+01	1.108206e+00
4.795052035533916e-03	1.139395e+01	1.108089e+00
4.795053523355120e-03	1.139398e+01	1.107898e+00
4.795054930701556e-03	1.139401e+01	1.107717e+00
4.795056242443211e-03	1.139404e+01	1.107549e+00
4.795057657957656e-03	1.139407e+01	1.107367e+00
4.795059034653126e-03	1.139410e+01	1.107189e+00
4.795060458216560e-03	1.139413e+01	1.107006e+00
4.795061834908247e-03	1.139415e+01	1.106829e+00
4.795063254363856e-03	1.139418e+01	1.106646e+00
4.795064646145680e-03	1.139421e+01	1.106466e+00
4.795066085619539e-03	1.139424e+01	1.106280e+00
4.795067500013756e-03	1.139427e+01	1.106098e+00
4.795068982701282e-03	1.139431e+01	1.105907e+00
4.795070588114961e-03	1.139434e+01	1.105700e+00
4.795072478944428e-03	1.139438e+01	1.105456e+00
4.795074855225564e-03	1.139443e+01	1.105149e+00
4.795078049920695e-03	1.139450e+01	1.104736e+00
4.795082419501806e-03	1.139459e+01	1.104172e+00
4.795089639393384e-03	1.139474e+01	1.103240e+00
4.795102100737845e-03	1.139499e+01	1.101630e+00
4.795125961353868e-03	1.139548e+01	1.098547e+00
4.795149433369791e-03	1.139596e+01	1.095514e+00
4.795185507585308e-03	1.139669e+01	1.090854e+00
4.795229724801618e-03	1.139756e+01	1.085142e+00
4.795562084300088e-03	1.140321e+01	1.042269e+00
4.795894443798558e-03	1.140794e+01	9.994738e-01
4.796226803297029e-03	1.141174e+01	9.567553e-01
4.796559162795499e-03	1.141460e+01	9.141140e-01
4.796891522293970e-03	1.141654e+01	8.715498e-01
4.797223881792439e-03	1.141755e+01	8.290628e-01
4.797556241290910e-03	1.141762e+01	7.866529e-01
4.799009999999999e-03	1.141009e+01	6.019582e-01
